demand,cost,k,ratio,target,abs_error,residual
linear,0.0,33,0.36595333830923454,0.36787944117144233,0.0019261028622077903,5.204170427930421e-18
linear,0.0,34,0.3668016992269019,0.36787944117144233,0.0010777419445404113,1.734723475976807e-18
linear,0.0,35,0.3673143729662318,0.36787944117144233,0.0005650682052105171,2.220446049250313e-16
linear,0.0,36,0.3669671409197777,0.36787944117144233,0.0009123002516646106,5.898059818321144e-17
linear,0.0,37,0.3665444882082756,0.36787944117144233,0.0013349529631667134,4.440892098500626e-16
linear,0.0,38,0.3662050819683336,0.36787944117144233,0.0016743592031087107,1.1102230246251565e-16
linear,0.0,39,0.36602585274552113,0.36787944117144233,0.0018535884259212043,3.3306690738754696e-16
linear,0.0,40,0.36603288006542917,0.36787944117144233,0.001846561106013167,1.5265566588595902e-16
linear,0.0,41,0.3662165132752244,0.36787944117144233,0.001662927896217914,6.5052130349130266e-18
linear,0.0,42,0.36652652127970453,0.36787944117144233,0.0013529198917378027,5.99563801384484e-17
linear,0.0,43,0.36693933620289,0.36787944117144233,0.0009401049685523466,1.1102230246251565e-15
linear,0.0,44,0.36739938866374966,0.36787944117144233,0.00048005250769267427,1.3877787807814457e-17
linear,0.0,45,0.3674679431913035,0.36787944117144233,0.00041149798013884187,2.220446049250313e-16
linear,0.0,46,0.36718682646736733,0.36787944117144233,0.0006926147040750008,2.220446049250313e-16
linear,0.0,47,0.3669335890948431,0.36787944117144233,0.0009458520765992517,2.220446049250313e-16
linear,0.0,48,0.36675066436366005,0.36787944117144233,0.0011287768077822835,2.220446049250313e-16
linear,0.0,49,0.36667373398246783,0.36787944117144233,0.001205707188974503,2.220446049250313e-16
linear,0.0,50,0.3667174627221862,0.36787944117144233,0.0011619784492561402,2.7755575615628914e-17
linear,0.0,51,0.3668609655710295,0.36787944117144233,0.0010184756004128492,3.155028321932818e-17
linear,0.0,52,0.36708557675245984,0.36787944117144233,0.0007938644189824928,1.1102230246251565e-16
linear,0.0,53,0.36736211676101005,0.36787944117144233,0.0005173244104322849,6.661338147750939e-16
linear,0.0,54,0.36762407402699837,0.36787944117144233,0.00025536714444396313,8.881784197001252e-16
linear,0.0,55,0.36753377628461986,0.36787944117144233,0.0003456648868224721,2.220446049250313e-16
linear,0.0,56,0.3673336446142387,0.36787944117144233,0.0005457965572036594,6.938893903907228e-18
linear,0.0,57,0.367174298912235,0.36787944117144233,0.0007051422592073142,1.6046192152785466e-17
linear,0.0,58,0.36706863530843703,0.36787944117144233,0.0008108058630053039,8.088148206741863e-17
linear,0.0,59,0.36703959255486013,0.36787944117144233,0.0008398486165822061,1.1102230246251565e-16
linear,0.0,60,0.3670950065032361,0.36787944117144233,0.0007844346682062131,2.0816681711721685e-17
linear,0.0,61,0.3672036073900451,0.36787944117144233,0.0006758337813972393,7.37257477290143e-18
linear,0.0,62,0.3673774797075835,0.36787944117144233,0.0005019614638588354,4.440892098500626e-16
linear,0.0,63,0.367579344240522,0.36787944117144233,0.00030009693092031275,2.220446049250313e-16
linear,0.0,64,0.3677015216106239,0.36787944117144233,0.0001779195608184181,2.220446049250313e-16
linear,0.0,65,0.3675796641835227,0.36787944117144233,0.00029977698791960883,4.440892098500626e-16
linear,0.0,66,0.3674374398158038,0.36787944117144233,0.0004420013556385438,2.220446049250313e-16
linear,0.0,67,0.3673335230299607,0.36787944117144233,0.0005459181414816383,2.220446049250313e-16
linear,0.0,68,0.367270648183657,0.36787944117144233,0.0006087929877853226,1.1624815693389579e-15
linear,0.0,69,0.3672663945141889,0.36787944117144233,0.0006130466572534243,4.440892098500626e-16
linear,0.0,70,0.3673198096555851,0.36787944117144233,0.0005596315158572507,6.418476861114186e-17
linear,0.0,71,0.3674145526634922,0.36787944117144233,0.00046488850795012304,1.734723475976807e-17
linear,0.0,72,0.36755029200229894,0.36787944117144233,0.00032914916914339454,8.239936510889834e-18
linear,0.0,73,0.36769739718638617,0.36787944117144233,0.00018204398505616837,4.5102810375396984e-17
linear,0.0,74,0.3677252313069721,0.36787944117144233,0.00015420986447023388,2.220446049250313e-16
linear,0.0,75,0.3676170764972172,0.36787944117144233,0.0002623646742251351,2.220446049250313e-16
linear,0.0,76,0.3675137649543987,0.36787944117144233,0.0003656762170436423,1.0408340855860843e-17
linear,0.0,77,0.36744465746187427,0.36787944117144233,0.0004347837095680651,2.220446049250313e-16
linear,0.0,78,0.3674074564989812,0.36787944117144233,0.0004719846724611232,2.220446049250313e-16
linear,0.0,79,0.36741686495703313,0.36787944117144233,0.00046257621440920493,2.220446049250313e-16
linear,0.0,80,0.3674651830163109,0.36787944117144233,0.0004142581551314084,2.7755575615628914e-17
linear,0.0,81,0.36754679722781264,0.36787944117144233,0.00033264394362969574,2.42861286636753e-17
linear,0.0,82,0.36765808513248993,0.36787944117144233,0.00022135603895240274,2.220446049250313e-16
linear,0.0,83,0.3677634838905808,0.36787944117144233,0.0001159572808615561,3.3306690738754696e-16
linear,0.0,84,0.36773602933952765,0.36787944117144233,0.00014341183191468598,1.1102230246251565e-16
linear,0.0,85,0.3676481368726067,0.36787944117144233,0.00023130429883561066,3.469446951953614e-17
linear,0.0,86,0.36757179314589394,0.36787944117144233,0.00030764802554839044,1.0408340855860843e-17
linear,0.0,87,0.36752487150667384,0.36787944117144233,0.0003545696647684893,2.220446049250313e-16
linear,0.0,88,0.36750474819645934,0.36787944117144233,0.00037469297498299303,3.241764495731658e-17
linear,0.0,89,0.36752196364662265,0.36787944117144233,0.00035747752481968265,6.938893903907228e-18
linear,0.0,90,0.3675670042332534,0.36787944117144233,0.00031243693818894247,1.3322676295501878e-15
linear,0.0,91,0.3676381865395243,0.36787944117144233,0.00024125463191804197,6.5052130349130266e-18
linear,0.0,92,0.3677288846317629,0.36787944117144233,0.00015055653967943616,2.2551405187698492e-17
linear,0.0,93,0.36779614004881356,0.36787944117144233,8.330112262877609e-05,2.6645352591003757e-15
linear,0.0,94,0.36774414816805134,0.36787944117144233,0.00013529300339099049,1.214306433183765e-17
linear,0.0,95,0.3676741841021426,0.36787944117144233,0.00020525706929974685,2.168404344971009e-17
linear,0.0,96,0.36761717510980385,0.36787944117144233,0.0002622660616384831,2.220446049250313e-16
linear,0.0,97,0.36758492935464165,0.36787944117144233,0.00029451181680067995,6.661338147750939e-16
linear,0.0,98,0.3675766522254585,0.36787944117144233,0.0003027889459838451,4.440892098500626e-16
linear,0.0,99,0.36759585339390344,0.36787944117144233,0.0002835877775388962,5.551115123125783e-16
linear,0.0,100,0.367639102646823,0.36787944117144233,0.00024033852461935457,1.5265566588595902e-16
linear,0.5,10,0.3333333333333333,0.36787944117144233,0.03454610783810902,0.0
linear,0.5,11,0.39999999999999997,0.36787944117144233,0.03212055882855763,0.0
linear,0.5,12,0.2777777777777779,0.36787944117144233,0.09010166339366443,0.0
linear,0.5,13,0.35714285714285726,0.36787944117144233,0.010736584028585072,0.0
linear,0.5,14,0.3571428571428571,0.36787944117144233,0.010736584028585239,0.0
linear,0.5,15,0.3214285714285714,0.36787944117144233,0.04645086974287094,0.0
linear,0.5,16,0.35795454545454547,0.36787944117144233,0.009924895716896864,0.0
linear,0.5,17,0.3153153153153153,0.36787944117144233,0.05256412585612702,1.6281790410335924e-19
linear,0.5,18,0.35,0.36787944117144233,0.017879441171442356,2.168404344971009e-19
linear,0.5,19,0.3294117647058823,0.36787944117144233,0.03846767646556004,4.0050290451761377e-20
linear,0.5,20,0.3456000000000001,0.36787944117144233,0.02227944117144226,0.0
linear,0.5,21,0.3509051123930775,0.36787944117144233,0.016974328778364856,1.788086551653828e-18
linear,0.5,22,0.34426229508196715,0.36787944117144233,0.023617146089475183,8.673617379884035e-19
linear,0.5,23,0.36332179930795844,0.36787944117144233,0.004557641863483897,0.0
linear,0.5,24,0.34567901234567894,0.36787944117144233,0.022200428825763396,5.637851296924623e-18
linear,0.5,25,0.36218463184755334,0.36787944117144233,0.005694809323888994,2.220446049250313e-16
linear,0.5,26,0.3489909227108487,0.36787944117144233,0.01888851846059364,1.1102230246251565e-16
linear,0.5,27,0.3589353799379003,0.36787944117144233,0.008944061233542022,3.469446951953614e-18
linear,0.5,28,0.35505652074956384,0.36787944117144233,0.012822920421878492,0.0
linear,0.5,29,0.35701749238475783,0.36787944117144233,0.010861948786684505,5.204170427930421e-18
linear,0.5,30,0.3602687319212467,0.36787944117144233,0.007610709250195635,1.463672932855431e-18
linear,0.5,31,0.3562559316671939,0.36787944117144233,0.011623509504248453,1.734723475976807e-18
linear,0.5,32,0.3653618704356957,0.36787944117144233,0.002517570735746655,9.540979117872439e-18
linear,0.5,33,0.35660326790016933,0.36787944117144233,0.011276173271273005,4.7704895589362195e-18
linear,0.5,34,0.3645833333333333,0.36787944117144233,0.003296107838109019,2.6020852139652106e-18
linear,0.5,35,0.3580712355179122,0.36787944117144233,0.009808205653530133,1.951563910473908e-18
linear,0.5,36,0.36275724726002595,0.36787944117144233,0.005122193911416384,9.107298248878237e-18
linear,0.5,37,0.3607544994003772,0.36787944117144233,0.007124941771065152,5.204170427930421e-18
linear,0.5,38,0.3614274867122248,0.36787944117144233,0.006451954459217535,3.8163916471489756e-17
linear,0.5,39,0.36363369579853444,0.36787944117144233,0.004245745372907894,2.42861286636753e-17
linear,0.5,40,0.36082392995752455,0.36787944117144233,0.007055511213917787,5.204170427930421e-18
linear,0.5,41,0.36616334803181344,0.36787944117144233,0.0017160931396288936,8.673617379884035e-19
linear,0.5,42,0.36093691106524284,0.36787944117144233,0.006942530106199496,2.220446049250313e-16
linear,0.5,43,0.3658844136504037,0.36787944117144233,0.0019950275210386392,2.6020852139652106e-18
linear,0.5,44,0.3618252779189221,0.36787944117144233,0.006054163252520228,2.220446049250313e-16
linear,0.5,45,0.36476434223497517,0.36787944117144233,0.0031150989364671644,2.220446049250313e-16
linear,0.5,46,0.3632688493635033,0.36787944117144233,0.004610591807939046,2.0057740190981832e-18
linear,0.5,47,0.3638007763179445,0.36787944117144233,0.004078664853497838,2.45029690981724e-17
linear,0.5,48,0.3648384613086046,0.36787944117144233,0.003040979862837745,3.469446951953614e-18
linear,0.5,49,0.36332192242647426,0.36787944117144233,0.00455751874496807,2.220446049250313e-16
linear,0.5,50,0.3664548147603891,0.36787944117144233,0.0014246264110532314,6.5052130349130266e-18
linear,0.5,51,0.36329875007195916,0.36787944117144233,0.0045806910994831695,8.673617379884035e-19
linear,0.5,52,0.36662047012594634,0.36787944117144233,0.0012589710454959935,1.0408340855860843e-17
linear,0.5,53,0.36371957609131894,0.36787944117144233,0.004159865080123393,3.144186300207963e-18
linear,0.5,54,0.36586375982060826,0.36787944117144233,0.0020156813508340754,2.8189256484623115e-18
linear,0.5,55,0.36458211116280503,0.36787944117144233,0.0032973300086373003,1.2638806633331175e-17
linear,0.5,56,0.36514953267513367,0.36787944117144233,0.002729908496308664,3.0357660829594124e-18
linear,0.5,57,0.3655472931171354,0.36787944117144233,0.002332148054306926,2.168404344971009e-18
linear,0.5,58,0.36471231406162324,0.36787944117144233,0.00316712710981909,2.220446049250313e-16
linear,0.5,59,0.36669188915504886,0.36787944117144233,0.0011875520163934783,3.469446951953614e-18
linear,0.5,60,0.3646000624109845,0.36787944117144233,0.0032793787604578073,6.938893903907228e-18
linear,0.5,61,0.36707011917831694,0.36787944117144233,0.0008093219931253892,1.8214596497756474e-17
linear,0.5,62,0.3648028779549556,0.36787944117144233,0.0030765632164867496,9.540979117872439e-18
linear,0.5,63,0.3665197076019967,0.36787944117144233,0.0013597335694456314,1.734723475976807e-18
linear,0.5,64,0.36535767802462704,0.36787944117144233,0.0025217631468152923,9.063252535621014e-18
linear,0.5,65,0.3660055298798916,0.36787944117144233,0.0018739112915507339,1.1102230246251565e-16
linear,0.5,66,0.3659533383092346,0.36787944117144233,0.0019261028622077347,4.336808689942018e-19
linear,0.5,67,0.3656068702100857,0.36787944117144233,0.0022725709613566347,1.1102230246251565e-16
linear,0.5,68,0.36680169922690187,0.36787944117144233,0.0010777419445404668,2.220446049250313e-16
linear,0.5,69,0.3654553492366792,0.36787944117144233,0.0024240919347631174,5.204170427930421e-18
linear,0.5,70,0.36731437296623176,0.36787944117144233,0.0005650682052105727,2.220446049250313e-16
linear,0.5,71,0.36554198450556175,0.36787944117144233,0.0023374566658805884,1.734723475976807e-18
linear,0.5,72,0.3669671409197778,0.36787944117144233,0.0009123002516645551,2.927345865710862e-18
linear,0.5,73,0.36586231200905217,0.36787944117144233,0.0020171291623901633,4.6227670129350695e-17
linear,0.5,74,0.3665444882082755,0.36787944117144233,0.0013349529631668244,1.1926223897340549e-17
linear,0.5,75,0.366290840557605,0.36787944117144233,0.0015886006138373099,5.5294310796760726e-18
linear,0.5,76,0.3662050819683337,0.36787944117144233,0.0016743592031086552,4.662069341687669e-18
linear,0.5,77,0.36686642114741014,0.36787944117144233,0.0010130200240321963,1.3010426069826053e-17
linear,0.5,78,0.36602585274552135,0.36787944117144233,0.0018535884259209823,5.204170427930421e-18
linear,0.5,79,0.367395857989775,0.36787944117144233,0.0004835831816673575,2.220446049250313e-16
linear,0.5,80,0.3660328800654291,0.36787944117144233,0.0018465611060132225,6.938893903907228e-18
linear,0.5,81,0.36726370798775915,0.36787944117144233,0.000615733183683187,2.6020852139652106e-18
linear,0.5,82,0.3662165132752244,0.36787944117144233,0.001662927896217914,5.204170427930421e-18
linear,0.5,83,0.36691097870960016,0.36787944117144233,0.0009684624618421789,8.673617379884035e-18
linear,0.5,84,0.36652652127970453,0.36787944117144233,0.0013529198917378027,3.4423418976414766e-18
linear,0.5,85,0.366633573909809,0.36787944117144233,0.0012458672616333377,6.071532165918825e-18
linear,0.5,86,0.36693933620289043,0.36787944117144233,0.0009401049685519025,4.228388472693467e-18
linear,0.5,87,0.3664418055667522,0.36787944117144233,0.001437635604690124,1.1102230246251565e-16
linear,0.5,88,0.3673993886637496,0.36787944117144233,0.0004800525076927298,1.1102230246251565e-16
linear,0.5,89,0.3663992803881083,0.36787944117144233,0.001480160783334017,4.336808689942018e-17
linear,0.5,90,0.36746794319130366,0.36787944117144233,0.00041149798013867533,1.1102230246251565e-16
linear,0.5,91,0.3665022058832854,0.36787944117144233,0.0013772352881569194,4.336808689942018e-18
linear,0.5,92,0.3671868264673674,0.36787944117144233,0.0006926147040749453,1.3010426069826053e-17
linear,0.5,93,0.3667092753065378,0.36787944117144233,0.0011701658649045377,5.990217002982412e-18
linear,0.5,94,0.36693358909484297,0.36787944117144233,0.0009458520765993628,6.013933925505532e-19
linear,0.5,95,0.3670196880201567,0.36787944117144233,0.0008597531512856138,4.336808689942018e-17
linear,0.5,96,0.36675066436366016,0.36787944117144233,0.0011287768077821725,1.7997756063259374e-17
linear,0.5,97,0.3673799578980794,0.36787944117144233,0.0004994832733629107,1.734723475976807e-18
linear,0.5,98,0.3666737339824678,0.36787944117144233,0.0012057071889745585,1.1102230246251565e-16
linear,0.5,99,0.3675843766207251,0.36787944117144233,0.0002950645507172611,2.949029909160572e-17
linear,0.5,100,0.36671746272218614,0.36787944117144233,0.0011619784492561958,3.2959746043559335e-17
linear,0.9,10,NA,0.36787944117144233,NA,0.0
linear,0.9,11,0.5,0.36787944117144233,0.13212055882855767,0.0
linear,0.9,12,0.5,0.36787944117144233,0.13212055882855767,0.0
linear,0.9,13,0.5,0.36787944117144233,0.13212055882855767,0.0
linear,0.9,14,0.5,0.36787944117144233,0.13212055882855767,0.0
linear,0.9,15,0.5,0.36787944117144233,0.13212055882855767,0.0
linear,0.9,16,0.5,0.36787944117144233,0.13212055882855767,0.0
linear,0.9,17,0.5,0.36787944117144233,0.13212055882855767,0.0
linear,0.9,18,0.5,0.36787944117144233,0.13212055882855767,0.0
linear,0.9,19,0.5,0.36787944117144233,0.13212055882855767,0.0
linear,0.9,20,0.5,0.36787944117144233,0.13212055882855767,0.0
linear,0.9,21,0.5,0.36787944117144233,0.13212055882855767,0.0
linear,0.9,22,0.5,0.36787944117144233,0.13212055882855767,0.0
linear,0.9,23,0.5,0.36787944117144233,0.13212055882855767,0.0
linear,0.9,24,0.28571428571428503,0.36787944117144233,0.0821651554571573,0.0
linear,0.9,25,0.33333333333333354,0.36787944117144233,0.0345461078381088,0.0
linear,0.9,26,0.3750000000000004,0.36787944117144233,0.0071205588285580546,0.0
linear,0.9,27,0.41176470588235253,0.36787944117144233,0.0438852647109102,0.0
linear,0.9,28,0.4444444444444446,0.36787944117144233,0.07656500327300225,0.0
linear,0.9,29,0.47368421052631565,0.36787944117144233,0.10580476935487332,0.0
linear,0.9,30,0.5,0.36787944117144233,0.13212055882855767,0.0
linear,0.9,31,0.5,0.36787944117144233,0.13212055882855767,0.0
linear,0.9,32,0.5,0.36787944117144233,0.13212055882855767,0.0
linear,0.9,33,0.5,0.36787944117144233,0.13212055882855767,0.0
linear,0.9,34,0.5,0.36787944117144233,0.13212055882855767,0.0
linear,0.9,35,0.5,0.36787944117144233,0.13212055882855767,0.0
linear,0.9,36,0.2812499999999993,0.36787944117144233,0.08662944117144306,0.0
linear,0.9,37,0.3088235294117651,0.36787944117144233,0.059055911759677227,0.0
linear,0.9,38,0.33333333333333287,0.36787944117144233,0.03454610783810946,0.0
linear,0.9,39,0.3552631578947372,0.36787944117144233,0.01261628327670511,0.0
linear,0.9,40,0.3750000000000003,0.36787944117144233,0.0071205588285579435,0.0
linear,0.9,41,0.3928571428571431,0.36787944117144233,0.024977701685700793,0.0
linear,0.9,42,0.40909090909090917,0.36787944117144233,0.04121146791946684,0.0
linear,0.9,43,0.42391304347826064,0.36787944117144233,0.05603360230681831,0.0
linear,0.9,44,0.43749999999999956,0.36787944117144233,0.06962055882855722,0.0
linear,0.9,45,0.45000000000000007,0.36787944117144233,0.08212055882855773,0.0
linear,0.9,46,0.4615384615384618,0.36787944117144233,0.09365902036701945,0.0
linear,0.9,47,0.2592592592592589,0.36787944117144233,0.10862018191218342,0.0
linear,0.9,48,0.28571428571428503,0.36787944117144233,0.0821651554571573,0.0
linear,0.9,49,0.31034482758620674,0.36787944117144233,0.057534613585235594,0.0
linear,0.9,50,0.33333333333333354,0.36787944117144233,0.0345461078381088,0.0
linear,0.9,51,0.3492063492063484,0.36787944117144233,0.018673091965093924,0.0
linear,0.9,52,0.3636363636363641,0.36787944117144233,0.0042430775350782435,0.0
linear,0.9,53,0.3768115942028985,0.36787944117144233,0.00893215303145617,0.0
linear,0.9,54,0.3888888888888888,0.36787944117144233,0.02100944771744645,0.0
linear,0.9,55,0.39999999999999974,0.36787944117144233,0.03212055882855741,0.0
linear,0.9,56,0.41025641025641046,0.36787944117144233,0.04237696908496813,0.0
linear,0.9,57,0.3900360537528714,0.36787944117144233,0.02215661258142909,0.0
linear,0.9,58,0.3571428571428568,0.36787944117144233,0.010736584028585516,5.560672259992128e-20
linear,0.9,59,0.25862068965517215,0.36787944117144233,0.10925875151627018,0.0
linear,0.9,60,0.27777777777777707,0.36787944117144233,0.09010166339366527,0.0
linear,0.9,61,0.2956989247311828,0.36787944117144233,0.07218051644025952,0.0
linear,0.9,62,0.31249999999999933,0.36787944117144233,0.055379441171443,0.0
linear,0.9,63,0.32828282828282745,0.36787944117144233,0.03959661288861488,0.0
linear,0.9,64,0.34313725490196056,0.36787944117144233,0.02474218626948177,0.0
linear,0.9,65,0.3571428571428576,0.36787944117144233,0.01073658402858474,0.0
linear,0.9,66,0.3703703703703698,0.36787944117144233,0.0024909291989274607,0.0
linear,0.9,67,0.38288288288288275,0.36787944117144233,0.015003441711440413,0.0
linear,0.9,68,0.36719706242350153,0.36787944117144233,0.0006823787479408039,2.220446049250313e-16
linear,0.9,69,0.35905834923148944,0.36787944117144233,0.008821091939952896,5.421010862427522e-20
linear,0.9,70,0.35714285714285654,0.36787944117144233,0.010736584028585794,0.0
linear,0.9,71,0.2661290322580644,0.36787944117144233,0.10175040891337794,0.0
linear,0.9,72,0.2812499999999993,0.36787944117144233,0.08662944117144306,0.0
linear,0.9,73,0.29545454545454536,0.36787944117144233,0.07242489571689698,0.0
linear,0.9,74,0.3088235294117651,0.36787944117144233,0.059055911759677227,0.0
linear,0.9,75,0.32142857142857173,0.36787944117144233,0.046450869742870604,0.0
linear,0.9,76,0.33333333333333287,0.36787944117144233,0.03454610783810946,0.0
linear,0.9,77,0.34459459459459413,0.36787944117144233,0.023284846576848206,0.0
linear,0.9,78,0.35108359133126993,0.36787944117144233,0.016795849840172405,3.910876614774382e-21
linear,0.9,79,0.3541420118343196,0.36787944117144233,0.013737429337122742,0.0
linear,0.9,80,0.35795454545454536,0.36787944117144233,0.009924895716896975,2.710505431213761e-20
linear,0.9,81,0.3599310396053154,0.36787944117144233,0.007948401566126917,5.421010862427522e-20
linear,0.9,82,0.33898305084745795,0.36787944117144233,0.02889639032398439,3.8590246817280727e-19
linear,0.9,83,0.3152447004318052,0.36787944117144233,0.05263474073963714,4.191591771891468e-22
linear,0.9,84,0.3121486921981569,0.36787944117144233,0.05573074897328545,1.2874233221011938e-21
linear,0.9,85,0.31531531531531565,0.36787944117144233,0.05256412585612669,1.9974039742691982e-21
linear,0.9,86,0.3209918478260864,0.36787944117144233,0.046887593345355916,1.1102230246251565e-16
linear,0.9,87,0.327784643330405,0.36787944117144233,0.04009479784103731,2.220446049250313e-16
linear,0.9,88,0.33506886126973434,0.36787944117144233,0.03281057990170799,1.1102230246251565e-16
linear,0.9,89,0.3425304831071709,0.36787944117144233,0.025348958064271454,0.0
linear,0.9,90,0.34999999999999976,0.36787944117144233,0.01787944117144258,0.0
linear,0.9,91,0.3571836171191898,0.36787944117144233,0.010695824052252556,0.0
linear,0.9,92,0.3628865979381448,0.36787944117144233,0.004992843233297517,5.421010862427522e-20
linear,0.9,93,0.35889545733346995,0.36787944117144233,0.008983983837972387,0.0
linear,0.9,94,0.33670421797223,0.36787944117144233,0.031175223199212343,1.0842021724855044e-19
linear,0.9,95,0.32941176470588307,0.36787944117144233,0.038467676465559264,0.0
linear,0.9,96,0.3287717567472344,0.36787944117144233,0.03910768442420792,1.0842021724855044e-19
linear,0.9,97,0.33123365247646497,0.36787944117144233,0.036645788694977366,3.796246708560526e-21
linear,0.9,98,0.33529411764705874,0.36787944117144233,0.03258532352438359,5.2312880994371706e-21
linear,0.9,99,0.3402157252207671,0.36787944117144233,0.02766371595067524,0.0
linear,0.9,100,0.3456000000000001,0.36787944117144233,0.02227944117144226,1.1102230246251565e-16
quadratic,0.0,10,0.35098176718092566,0.36787944117144233,0.01689767399051667,0.0
quadratic,0.0,11,0.36163430889597226,0.36787944117144233,0.006245132275470078,1.0408340855860843e-17
quadratic,0.0,12,0.3638984486206958,0.36787944117144233,0.0039809925507465205,2.220446049250313e-16
quadratic,0.0,13,0.36127917026793427,0.36787944117144233,0.006600270903508065,0.0
quadratic,0.0,14,0.35947663923480566,0.36787944117144233,0.008402801936636672,1.1102230246251565e-16
quadratic,0.0,15,0.3594151086731721,0.36787944117144233,0.008464332498270222,2.220446049250313e-16
quadratic,0.0,16,0.3609781199747756,0.36787944117144233,0.006901321196666754,4.336808689942018e-19
quadratic,0.0,17,0.36394139125647296,0.36787944117144233,0.003938049914969377,2.0816681711721685e-17
quadratic,0.0,18,0.3664926307264934,0.36787944117144233,0.0013868104449489271,2.0816681711721685e-16
quadratic,0.0,19,0.36550963867718156,0.36787944117144233,0.0023698024942607754,2.0122792321330962e-16
quadratic,0.0,20,0.364314665960996,0.36787944117144233,0.003564775210446347,3.642919299551295e-17
quadratic,0.0,21,0.3637436176252686,0.36787944117144233,0.004135823546173756,0.0
quadratic,0.0,22,0.36401522997922287,0.36787944117144233,0.003864211192219469,2.0816681711721685e-17
quadratic,0.0,23,0.364912938136781,0.36787944117144233,0.0029665030346613386,1.3877787807814457e-17
quadratic,0.0,24,0.36630888818247276,0.36787944117144233,0.0015705529889695757,4.440892098500626e-16
quadratic,0.0,25,0.3671079413479516,0.36787944117144233,0.0007714998234907289,3.3306690738754696e-16
quadratic,0.0,26,0.3662967961978931,0.36787944117144233,0.0015826449735492076,8.673617379884035e-18
quadratic,0.0,27,0.36572621941724853,0.36787944117144233,0.0021532217541938015,1.1102230246251565e-16
quadratic,0.0,28,0.3655020212448458,0.36787944117144233,0.0023774199265965135,2.220446049250313e-16
quadratic,0.0,29,0.3657068030026634,0.36787944117144233,0.0021726381687789398,2.220446049250313e-16
quadratic,0.0,30,0.36626845823679616,0.36787944117144233,0.0016109829346461768,1.5612511283791264e-17
quadratic,0.0,31,0.3671147056141024,0.36787944117144233,0.0007647355573399128,2.220446049250313e-16
quadratic,0.0,32,0.3673105421190889,0.36787944117144233,0.000568899052353411,1.3877787807814457e-17
quadratic,0.0,33,0.36678159581573466,0.36787944117144233,0.0010978453557076717,1.3877787807814457e-17
quadratic,0.0,34,0.3664426551673247,0.36787944117144233,0.0014367860041176184,1.0495077029659683e-16
quadratic,0.0,35,0.36633866735041754,0.36787944117144233,0.001540773821024799,5.5077470362263625e-17
quadratic,0.0,36,0.3665237819601529,0.36787944117144233,0.0013556592112894394,2.6020852139652106e-18
quadratic,0.0,37,0.3669125065955329,0.36787944117144233,0.0009669345759094616,3.469446951953614e-17
quadratic,0.0,38,0.36745149744580674,0.36787944117144233,0.00042794372563559335,6.661338147750939e-16
quadratic,0.0,39,0.367434001593212,0.36787944117144233,0.0004454395782303444,3.469446951953614e-17
quadratic,0.0,40,0.3670667423257323,0.36787944117144233,0.0008126988457100581,8.673617379884035e-18
quadratic,0.0,41,0.3668556812778961,0.36787944117144233,0.00102375989354625,6.938893903907228e-18
quadratic,0.0,42,0.3668122883776852,0.36787944117144233,0.0010671527937571312,1.1102230246251565e-16
quadratic,0.0,43,0.36694979099132674,0.36787944117144233,0.0009296501801155932,3.469446951953614e-18
quadratic,0.0,44,0.36724240555314036,0.36787944117144233,0.0006370356183019732,1.6479873021779667e-17
quadratic,0.0,45,0.36761759665511845,0.36787944117144233,0.0002618445163238836,7.771561172376096e-16
quadratic,0.0,46,0.36751381407577577,0.36787944117144233,0.00036562709566656526,2.220446049250313e-16
quadratic,0.0,47,0.3672569576514618,0.36787944117144233,0.0006224835199805101,2.220446049250313e-16
quadratic,0.0,48,0.36711084095174296,0.36787944117144233,0.000768600219699378,6.245004513516506e-17
quadratic,0.0,49,0.36709684068982273,0.36787944117144233,0.0007826004816195997,4.96564594998361e-17
quadratic,0.0,50,0.3672144322081103,0.36787944117144233,0.0006650089633320477,2.220446049250313e-16
quadratic,0.0,51,0.36744101316598726,0.36787944117144233,0.00043842800545507155,1.5265566588595902e-16
quadratic,0.0,52,0.3676996520209903,0.36787944117144233,0.00017978915045202548,6.661338147750939e-16
quadratic,0.0,53,0.3675715205157134,0.36787944117144233,0.0003079206557289327,7.28583859910259e-17
quadratic,0.0,54,0.36738339223404354,0.36787944117144233,0.0004960489373987964,4.440892098500626e-16
quadratic,0.0,55,0.36728362301316636,0.36787944117144233,0.0005958181582759736,1.1102230246251565e-16
quadratic,0.0,56,0.3672842799936533,0.36787944117144233,0.0005951611777890164,0.0
quadratic,0.0,57,0.36738431920009945,0.36787944117144233,0.0004951219713428823,1.431146867680866e-17
quadratic,0.0,58,0.36756541533345816,0.36787944117144233,0.0003140258379841776,4.85722573273506e-17
quadratic,0.0,59,0.36774535317264806,0.36787944117144233,0.00013408799879427447,2.220446049250313e-15
quadratic,0.0,60,0.36761719955981353,0.36787944117144233,0.00026224161162879955,3.469446951953614e-17
quadratic,0.0,61,0.3674750951269462,0.36787944117144233,0.0004043460444961289,2.7755575615628914e-17
quadratic,0.0,62,0.3674035766088629,0.36787944117144233,0.00047586456257942,2.220446049250313e-16
quadratic,0.0,63,0.3674131228486748,0.36787944117144233,0.000466318322767556,2.15485181781494e-17
quadratic,0.0,64,0.36750031998090665,0.36787944117144233,0.0003791211905356806,2.220446049250313e-16
